x1,x2,y
0.08412766225938284,0.09441889766048095,4.64097516896055
0.39310390755940106,0.8315183331122236,4.652681621900373
0.10024556372287663,0.918397542081558,4.176000926859257
0.016592480632597884,0.6497880467642996,3.7062057778767787
0.6617186826439566,0.10343411486048337,4.599566728891567
0.6024494419665878,0.4020272168882407,4.109374049576735
0.1630191138148862,0.7289392001051572,4.651864617100032
0.2338128330930641,0.7798208840100681,4.262917585166042
0.02370775364451838,0.1182186222910886,4.568810946425595
0.8349472056944037,3.071884538241587e-05,4.19712598643552
0.9746905960485515,0.712137045880605,3.8282821364313326
0.1354595367946908,0.35659617598620563,4.915891719852275
0.23147521376529812,0.25448133161826025,4.082227649757689
0.868409523946934,0.01289746978952544,4.210179037081077
0.9264637979561848,0.5402994067614997,3.4409752788294985
0.41962738280681033,0.8511507354259817,4.251301578854553
0.050622472269074126,0.9576316462725879,4.143215298965888
0.0393918336928194,0.5657449506132892,3.36967679589405
0.5739498660690104,0.5144613277398942,3.1191741947062877
0.392895108893179,0.0850563854892411,4.208718639429542
0.028652427577654516,0.5488728015425998,4.527384538700641
0.5832523923125568,0.3799790789653946,4.046802741844017
0.011302536589022472,0.6071352808835769,3.4535452506392916
0.787371958149273,0.3887263478765467,4.33304395338607
0.3064328227033716,0.24029912345036675,3.1602114532192047
0.0402580030092321,0.0949652752283765,3.883667409603909
0.5883522209831533,0.31491844458889573,3.3267335167968404
0.3976844144330547,0.09664483428775228,3.3689181021197667
0.9738004133571495,0.17689695082398393,3.4045878983164073
0.5441986625037022,0.9873361585795459,3.773414114087956
0.2752391810370083,0.4441035569066186,3.1023004112407953
0.7094388646339748,0.5318717665050166,3.7955868818581964
0.27149200254271133,0.8736185287372153,4.0234148942294015
0.9042432914075651,0.9955689004906878,3.96658856993265
0.37472197050737643,0.5827144493446815,3.765568200806081
0.5498685627762052,0.8124738210441717,4.678293216141505
0.05057310382422886,0.32694102433667527,3.2906533848410082
0.4261212379522308,0.3057439574472911,4.0113934875627475
0.832363539660995,0.4027037209945602,3.124082833913109
0.8056488053633419,0.6725072626736491,3.1423113577558195
0.22431855885352625,0.6821916892550988,4.147731699354193
0.22607907101056268,0.3152394346494508,4.132036849775642
0.8173053122132368,0.1332099241366287,4.756067025688914
0.9303984201693255,0.6323962564655086,4.115747351320146
0.09536092127300355,0.12832586218876452,4.919582040809701
0.45005863942622526,0.5784925082293301,3.0973896967998593
0.33745427896422897,0.693422128056309,3.196015369561482
0.8706884554574393,0.7006114963944516,3.088131723140763
0.08352491468001877,0.7534721106595967,3.37055370066708
0.2111259425580374,0.8728594215656645,4.082540221883356
0.7524683375864943,0.49995899196478844,4.2911443628548565
0.051293848981215584,0.7302491895295712,3.0911703158973376
0.49253538071428926,0.6191727353658367,4.891941779691199
0.44210703467972,0.18663993979768256,4.684330753300762
0.33440117898874866,0.025689644869408168,3.593224964314186
0.3945723153189238,0.28454138567693377,3.154375060452936
0.5299405869302329,0.4430337063376194,3.3397741464381143
0.16136735838838312,0.6171059444286563,3.2538888275099453
0.5719958782835928,0.8499593305032054,3.246567558597894
0.8054323292999863,0.19624571670616564,4.037123377331468
0.760160929790159,0.1255497898984771,3.4916948849868006
0.15389990469377368,0.9634799474743275,3.716279433058289
0.1492494697414739,0.10804455937640711,4.9790106667686445
0.2681743677449133,0.47849107010718916,4.36862849785069
0.3610747263410372,0.5855637287933019,4.897961334094003
0.4084555814084826,0.5413744209074383,3.285113110066231
0.6796972168333453,0.0860321570329432,3.7642789496651385
0.056680432165835404,0.05702691400361937,4.1094636065647085
0.034672704226066386,0.10548342746103567,3.153516123777476
0.391910562943909,0.5855876838726125,3.0083748872559157
0.6971636921379805,0.5443448876343211,4.340868667593835
0.19343534295648257,0.23374079203674425,4.283639033602871
